personaLabel	genderLabel	age	coord	articolo
Graziana Borciani	femmina	54	Point(10.8 44.866666666)	https://it.wikipedia.org/wiki/Graziana_Borciani
Graziano Ciocia	maschio	77	Point(19.82 41.33)	https://it.wikipedia.org/wiki/Graziano_Ciocia
Graziano Cioni	maschio	73	Point(10.95 43.716666666)	https://it.wikipedia.org/wiki/Graziano_Cioni
Graziano Delrio	maschio	59	Point(10.633333333 44.7)	https://it.wikipedia.org/wiki/Graziano_Delrio
Graziano Galatone	maschio	46	Point(16.966666666 40.616666666)	https://it.wikipedia.org/wiki/Graziano_Galatone
Graziano Girardi	maschio	79	Point(12.116666666 45.883333333)	https://it.wikipedia.org/wiki/Graziano_Girardi
Graziano Maffioli	maschio	67	Point(8.742222222 45.768611111)	https://it.wikipedia.org/wiki/Graziano_Maffioli
Graziano Milia	maschio	60	Point(9.3280792 40.3200621)	https://it.wikipedia.org/wiki/Graziano_Milia
Graziano Motta	maschio	90	Point(15.116666666 37.6)	https://it.wikipedia.org/wiki/Graziano_Motta
Graziano Musella	maschio	67	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Graziano_Musella
Graziano Origa	maschio	67	Point(9.1783905 39.378497)	https://it.wikipedia.org/wiki/Graziano_Origa
Graziano Pattuzzi	maschio	64	Point(10.833118 44.332701)	https://it.wikipedia.org/wiki/Graziano_Pattuzzi
Graziano Piazza	maschio	55	Point(8.3 46.1)	https://it.wikipedia.org/wiki/Graziano_Piazza
Graziano Salvadori	maschio	55	Point(10.8 43.733333333)	https://it.wikipedia.org/wiki/Graziano_Salvadori
Graziella Caly	femmina	79	Point(9.933333333 45.083333333)	https://it.wikipedia.org/wiki/Graziella_Caly
Graziella Galvani	femmina	88	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Graziella_Galvani
Graziella Granata	femmina	78	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Graziella_Granata
Graziella Marina	femmina	81	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Graziella_Marina
Graziella Polesinanti	femmina	76	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Graziella_Polesinanti
Graziella Porta	femmina	76	Point(8.923611111 44.905277777)	https://it.wikipedia.org/wiki/Graziella_Porta
Graziella Priulla	femmina	74	Point(8.221944444 45.595277777)	https://it.wikipedia.org/wiki/Graziella_Priulla
Graziella Tossi	femmina	81	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Graziella_Tossi
Gregorio De Falco	maschio	54	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Gregorio_De_Falco
Gregorio Fontana	maschio	56	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Gregorio_Fontana_(politico)
Gregorio Gitti	maschio	55	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Gregorio_Gitti
Gregorio Scalise	maschio	80	Point(16.5875 38.91)	https://it.wikipedia.org/wiki/Gregorio_Scalise
Gregorio Vivaldelli	maschio	52	Point(10.85 45.883333333)	https://it.wikipedia.org/wiki/Gregorio_Vivaldelli
Greta Scacchi	femmina	59	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Greta_Scacchi
Greta Scarano	femmina	33	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Greta_Scarano
Greta Zuccheri Montanari	femmina	20	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Greta_Zuccheri_Montanari
Gualberto Alvino	maschio	66	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Gualberto_Alvino
Gualberto Niccolini	maschio	78	Point(13.804166666 45.636111111)	https://it.wikipedia.org/wiki/Gualberto_Niccolini
Gualtiero Caffaratto	maschio	46	Point(7.333333333 44.883333333)	https://it.wikipedia.org/wiki/Gualtiero_Caffaratto
Gualtiero Calboli	maschio	87	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Gualtiero_Calboli
Gualtiero Peirce	maschio	59	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Gualtiero_Peirce
Gualtiero Scola	maschio	49	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Gualtiero_Scola
Guerino Testa	maschio	49	Point(14.214188888 42.464277777)	https://it.wikipedia.org/wiki/Guerino_Testa
Guerrino Crivello	maschio	78	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guerrino_Crivello
Guglielmo Cavallo	maschio	81	Point(17.659444444 40.707222222)	https://it.wikipedia.org/wiki/Guglielmo_Cavallo
Guglielmo Epifani	maschio	69	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guglielmo_Epifani
Guglielmo Golinelli	maschio	32	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Guglielmo_Golinelli
Guglielmo Picchi	maschio	46	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Guglielmo_Picchi
Guglielmo Rositani	maschio	81	Point(15.983333333 38.316666666)	https://it.wikipedia.org/wiki/Guglielmo_Rositani
Guglielmo Scarlato	maschio	64	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Guglielmo_Scarlato
Guglielmo Scilla	maschio	32	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guglielmo_Scilla
Guglielmo Signora	maschio	56	Point(12.331944444 45.439722222)	https://it.wikipedia.org/wiki/Guglielmo_Signora
Guglielmo Troina	maschio	66	Point(15.087269444 37.502669444)	https://it.wikipedia.org/wiki/Guglielmo_Troina
Guglielmo Vaccaro	maschio	52	Point(14.5 40.75)	https://it.wikipedia.org/wiki/Guglielmo_Vaccaro
Guia Jelo	femmina	67	Point(15.087269444 37.502669444)	https://it.wikipedia.org/wiki/Guia_Jelo
Guia Lauri Filzi	femmina	76	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Guia_Lauri_Filzi
Guido Alborghetti	maschio	76	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Guido_Alborghetti
Guido Alpa	maschio	72	Point(8.646388888 44.639166666)	https://it.wikipedia.org/wiki/Guido_Alpa
Guido Bagatta	maschio	59	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Guido_Bagatta
Guido Barbujani	maschio	64	Point(12.05 45.05)	https://it.wikipedia.org/wiki/Guido_Barbujani
Guido Barendson	maschio	68	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Guido_Barendson
Guido Bodrato	maschio	86	Point(7.933333333 44.783333333)	https://it.wikipedia.org/wiki/Guido_Bodrato
Guido Bolaffi	maschio	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Bolaffi
Guido Calvi	maschio	79	Point(14.214188888 42.464277777)	https://it.wikipedia.org/wiki/Guido_Calvi_(politico)
Guido Caprino	maschio	46	Point(15.3 37.85)	https://it.wikipedia.org/wiki/Guido_Caprino
Guido Caroselli	maschio	73	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Caroselli
Guido Cavalleri	maschio	56	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Guido_Cavalleri
Guido Cerniglia	maschio	80	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Guido_Cerniglia
Guido Cervo	maschio	67	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Guido_Cervo
Guido Chiesa	maschio	60	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guido_Chiesa
Guido Clericetti	maschio	80	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Guido_Clericetti
Guido Conti	maschio	54	Point(10.328 44.801472222)	https://it.wikipedia.org/wiki/Guido_Conti
Guido Crosetto	maschio	56	Point(7.55 44.383333333)	https://it.wikipedia.org/wiki/Guido_Crosetto
Guido D'Ubaldo	maschio	58	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_D%27Ubaldo
Guido Davico Bonino	maschio	81	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guido_Davico_Bonino
Guido De Angelis	maschio	61	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_De_Angelis_(giornalista)
Guido De Martini	maschio	63	Point(9.116666666 39.216666666)	https://it.wikipedia.org/wiki/Guido_De_Martini
Guido De Martino	maschio	76	Point(14.436944444 40.8725)	https://it.wikipedia.org/wiki/Guido_De_Martino
Guido Dell'Aquila	maschio	68	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Dell%27Aquila
Guido Della Frera	maschio	55	Point(9.155 45.185280555)	https://it.wikipedia.org/wiki/Guido_Della_Frera
Guido Dussin	maschio	60	Point(12.566666666 45.966666666)	https://it.wikipedia.org/wiki/Guido_Dussin
Guido Fink	maschio	84	Point(13.6193 45.9352)	https://it.wikipedia.org/wiki/Guido_Fink
Guido Galardi	maschio	69	Point(10.9 43.216666666)	https://it.wikipedia.org/wiki/Guido_Galardi
Guido Galperti	maschio	60	Point(10.218333333 45.268333333)	https://it.wikipedia.org/wiki/Guido_Galperti
Guido Guidesi	maschio	40	Point(9.703333333 45.162777777)	https://it.wikipedia.org/wiki/Guido_Guidesi
Guido Guidi	maschio	78	Point(12.233333333 44.133333333)	https://it.wikipedia.org/wiki/Guido_Guidi_(fotografo)
Guido Lo Porto	maschio	82	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Guido_Lo_Porto
Guido Martufi	maschio	79	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Martufi
Guido Melis	maschio	70	Point(8.559166666 40.726666666)	https://it.wikipedia.org/wiki/Guido_Melis
Guido Milana	maschio	65	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Milana
Guido Neppi Modona	maschio	81	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guido_Neppi_Modona
Guido Paduano	maschio	75	Point(12.331944444 45.439722222)	https://it.wikipedia.org/wiki/Guido_Paduano
Guido Podestà	maschio	72	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Guido_Podest%C3%A0
Guido Pollice	maschio	81	Point(14.789722222 40.915277777)	https://it.wikipedia.org/wiki/Guido_Pollice
Guido Possa	maschio	82	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Guido_Possa
Guido Quarzo	maschio	71	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guido_Quarzo
Guido Rampoldi	maschio	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Guido_Rampoldi
Guido Rhodio	maschio	84	Point(16.516666666 38.783333333)	https://it.wikipedia.org/wiki/Guido_Rhodio
Guido Ruffa	maschio	63	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Guido_Ruffa
Guido Rumici	maschio	60	Point(13.6193 45.9352)	https://it.wikipedia.org/wiki/Guido_Rumici
Guido Sacconi	maschio	71	Point(13.233333333 46.066666666)	https://it.wikipedia.org/wiki/Guido_Sacconi
Guido Sagliocca	maschio	72	Point(14.866666666 41.066666666)	https://it.wikipedia.org/wiki/Guido_Sagliocca
Guido Salvetti	maschio	79	Point(8.833333333 45.816666666)	https://it.wikipedia.org/wiki/Guido_Salvetti
Guido Santato	maschio	73	Point(11.783333333 45.066666666)	https://it.wikipedia.org/wiki/Guido_Santato
Guido Schittone	maschio	64	Point(10.328 44.801472222)	https://it.wikipedia.org/wiki/Guido_Schittone
Guido Sgardoli	maschio	54	Point(12.564142 45.629758)	https://it.wikipedia.org/wiki/Guido_Sgardoli
Guido Strazza	maschio	97	Point(11.585277777 42.831944444)	https://it.wikipedia.org/wiki/Guido_Strazza
Guido Tampieri	maschio	71	Point(11.816666666 44.45)	https://it.wikipedia.org/wiki/Guido_Tampieri
Guido Viale	maschio	76	Point(139.77 35.68)	https://it.wikipedia.org/wiki/Guido_Viale_(saggista)
Guido Viceconte	maschio	70	Point(16.2 40.083333333)	https://it.wikipedia.org/wiki/Guido_Viceconte
Guido Vicentini	maschio	79	Point(9.67 45.695)	https://it.wikipedia.org/wiki/Guido_Vicentini
Guido Ziccone	maschio	81	Point(16.016666666 38.35)	https://it.wikipedia.org/wiki/Guido_Ziccone
Guido Zucconi	maschio	69	Point(10.92572 44.64582)	https://it.wikipedia.org/wiki/Guido_Zucconi
Guido del Giudice	maschio	62	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Guido_del_Giudice
Guidone	maschio	81	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Guidone_(cantante)
Gustav Hofer	maschio	43	Point(11.356238888 46.643508333)	https://it.wikipedia.org/wiki/Gustav_Hofer
Gustav Thöni	maschio	68	Point(10.5458 46.59767)	https://it.wikipedia.org/wiki/Gustav_Th%C3%B6ni
Gustav Thöni	maschio	68	Point(10.55 46.6)	https://it.wikipedia.org/wiki/Gustav_Th%C3%B6ni
Gustavo Pallicca	maschio	83	Point(7.7 45.066666666)	https://it.wikipedia.org/wiki/Gustavo_Pallicca
Gustavo Zagrebelsky	maschio	76	Point(7.233333333 44.9)	https://it.wikipedia.org/wiki/Gustavo_Zagrebelsky
Haidi Giuliani	femmina	75	Point(10.833333333 45.516666666)	https://it.wikipedia.org/wiki/Haidi_Giuliani
Hanna Kugler Weiss	femmina	91	Point(14.432222222 45.329722222)	https://it.wikipedia.org/wiki/Hanna_Kugler_Weiss
Hannes Obermair	maschio	58	Point(11.35 46.5)	https://it.wikipedia.org/wiki/Hannes_Obermair
Hans Benedikter	maschio	79	Point(12.1 47.010833333)	https://it.wikipedia.org/wiki/Hans_Benedikter
Hans Benedikter	maschio	79	Point(12.10663 47.04031)	https://it.wikipedia.org/wiki/Hans_Benedikter
Hans Berger	maschio	72	Point(11.85832 46.89031)	https://it.wikipedia.org/wiki/Hans_Berger_(politico)
Hans Berger	maschio	72	Point(11.866666666 46.883333333)	https://it.wikipedia.org/wiki/Hans_Berger_(politico)
Hans Karl Peterlini	maschio	58	Point(11.35 46.5)	https://it.wikipedia.org/wiki/Hans_Karl_Peterlini
Hans Tuzzi	maschio	67	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Hans_Tuzzi
Hanspaul Menara	maschio	74	Point(11.42961 46.89313)	https://it.wikipedia.org/wiki/Hanspaul_Menara
Haruhiko Yamanouchi	maschio	73	Point(139.774444 35.683889)	https://it.wikipedia.org/wiki/Haruhiko_Yamanouchi
Hedy Krissane	maschio	48	Point(10.45 32.933333333)	https://it.wikipedia.org/wiki/Hedy_Krissane
Helena Janeczek	femmina	55	Point(11.5755 48.137194444)	https://it.wikipedia.org/wiki/Helena_Janeczek
Helene Nardini	femmina	48	Point(10.916666666 43.933333333)	https://it.wikipedia.org/wiki/Helene_Nardini
Helga Cossu	femmina	39	Point(13.6676 41.4626)	https://it.wikipedia.org/wiki/Helga_Cossu
Helga Thaler Ausserhofer	femmina	67	Point(11.96036 46.90844)	https://it.wikipedia.org/wiki/Helga_Thaler_Ausserhofer
Helga Thaler Ausserhofer	femmina	67	Point(11.95 46.916666666)	https://it.wikipedia.org/wiki/Helga_Thaler_Ausserhofer
Helmut Hagen	maschio	77	Point(14.660277777 47.1725)	https://it.wikipedia.org/wiki/Helmut_Hagen
Herbert Ballerina	maschio	39	Point(14.6684 41.561)	https://it.wikipedia.org/wiki/Herbert_Ballerina
Herbert Dorfmann	maschio	50	Point(11.65 46.716666666)	https://it.wikipedia.org/wiki/Herbert_Dorfmann
Hoara Borselli	femmina	43	Point(10.2506055 43.8672392)	https://it.wikipedia.org/wiki/Hoara_Borselli
Howard Ross	maschio	78	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Howard_Ross
Hubert Frasnelli	maschio	75	Point(11.163888888 46.668888888)	https://it.wikipedia.org/wiki/Hubert_Frasnelli
Hubert Houben	maschio	66	Point(6.096388888 51.063055555)	https://it.wikipedia.org/wiki/Hubert_Houben
Iacopo Venier	maschio	53	Point(13.804166666 45.636111111)	https://it.wikipedia.org/wiki/Iacopo_Venier
Iaia Forte	femmina	57	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Iaia_Forte
Ida D'Ippolito Vitale	femmina	71	Point(16.3 38.966666666)	https://it.wikipedia.org/wiki/Ida_D%27Ippolito_Vitale
Ida Di Benedetto	femmina	74	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Ida_Di_Benedetto
Ida Dominijanni	femmina	65	Point(16.5875 38.91)	https://it.wikipedia.org/wiki/Ida_Dominijanni
Ida Galli	femmina	80	Point(10.766666666 44.233333333)	https://it.wikipedia.org/wiki/Ida_Galli
Ida Maria Dentamaro	femmina	65	Point(16.866666666 41.125277777)	https://it.wikipedia.org/wiki/Ida_Maria_Dentamaro
Ida Rendano	femmina	47	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Ida_Rendano
Ida Vallerugo	femmina	78	Point(12.8 46.216666666)	https://it.wikipedia.org/wiki/Ida_Vallerugo
Idia Brighenti	femmina	79	Point(10.346111111 45.073888888)	https://it.wikipedia.org/wiki/Idia_Brighenti
Idia Brighenti	femmina	79	Point(10.34534 45.07239)	https://it.wikipedia.org/wiki/Idia_Brighenti
Igiaba Scego	femmina	45	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Igiaba_Scego
Iginio Massari	maschio	77	Point(10.220280555 45.538888888)	https://it.wikipedia.org/wiki/Iginio_Massari
Iginio Straffi	maschio	54	Point(13.338 43.066919444)	https://it.wikipedia.org/wiki/Iginio_Straffi
Ignazio Abrignani	maschio	61	Point(12.434444444 37.799444444)	https://it.wikipedia.org/wiki/Ignazio_Abrignani
Ignazio Angioni	maschio	52	Point(9.116666666 39.216666666)	https://it.wikipedia.org/wiki/Ignazio_Angioni
Ignazio Corrao	maschio	35	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ignazio_Corrao
Ignazio Dolce	maschio	86	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Ignazio_Dolce
Ignazio Ingrao	maschio	50	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ignazio_Ingrao
Ignazio La Russa	maschio	72	Point(14.9 37.566666666)	https://it.wikipedia.org/wiki/Ignazio_La_Russa
Ignazio Marcello Gallo	maschio	95	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ignazio_Marcello_Gallo
Ignazio Messina	maschio	55	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Ignazio_Messina
Ignazio Sanna	maschio	77	Point(9.369278 40.4066993)	https://it.wikipedia.org/wiki/Ignazio_Sanna
Ignazio Visco	maschio	70	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Ignazio_Visco
Igor Iezzi	maschio	44	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Igor_Iezzi
Igor Sibaldi	maschio	62	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Igor_Sibaldi
Igor Škamperle	maschio	57	Point(13.804166666 45.636111111)	https://it.wikipedia.org/wiki/Igor_%C5%A0kamperle
Ilaria Borletti Buitoni	femmina	64	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Ilaria_Borletti_Buitoni
Ilaria Capua	femmina	53	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ilaria_Capua
Ilaria D'Elia	femmina	44	Point(11.877777777 45.406388888)	https://it.wikipedia.org/wiki/Ilaria_D%27Elia
Ilaria Fontana	femmina	35	Point(13.342222222 41.726388888)	https://it.wikipedia.org/wiki/Ilaria_Fontana
Ilaria Giorgino	femmina	47	Point(12.242219444 45.672219444)	https://it.wikipedia.org/wiki/Ilaria_Giorgino
Ilaria Latini	femmina	47	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ilaria_Latini
Ilaria Occhini	femmina	85	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Ilaria_Occhini
Ilaria Ramelli	femmina	46	Point(9.7 45.05)	https://it.wikipedia.org/wiki/Ilaria_Ramelli
Ilaria Spada	femmina	38	Point(12.9037 41.467597222)	https://it.wikipedia.org/wiki/Ilaria_Spada
Ilaria Stagni	femmina	52	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Ilaria_Stagni
Ilario Floresta	maschio	78	Point(9.216666666 45.616666666)	https://it.wikipedia.org/wiki/Ilario_Floresta
Ilary Blasi	femmina	38	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ilary_Blasi
Ileana Argentin	femmina	56	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ileana_Argentin
Ileana Piazzoni	femmina	47	Point(9.35 45.783333333)	https://it.wikipedia.org/wiki/Ileana_Piazzoni
Ilenia Lazzarin	femmina	37	Point(8.8518 45.611958333)	https://it.wikipedia.org/wiki/Ilenia_Lazzarin
Ilenia Pastorelli	femmina	34	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ilenia_Pastorelli
Iles Braghetto	maschio	66	Point(11.895 45.5419)	https://it.wikipedia.org/wiki/Iles_Braghetto
Ilona Staller	femmina	68	Point(19.040833333 47.498333333)	https://it.wikipedia.org/wiki/Ilona_Staller
Ilvo Diamanti	maschio	67	Point(7.55 44.383333333)	https://it.wikipedia.org/wiki/Ilvo_Diamanti
Ilze Scamparini	femmina	59	Point(-47.383888888 -22.356944444)	https://it.wikipedia.org/wiki/Ilze_Scamparini
Imma Battaglia	femmina	59	Point(14.341111111 40.819722222)	https://it.wikipedia.org/wiki/Imma_Battaglia
Imma Piro	femmina	63	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Imma_Piro
Immacolata Amodeo	femmina	58	Point(16.975925 39.306497222)	https://it.wikipedia.org/wiki/Immacolata_Amodeo
Ines Nobili	femmina	52	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ines_Nobili
Ines Pellegrini	femmina	65	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Ines_Pellegrini
Ingy Mubiayi	femmina	47	Point(31.239444444 30.056111111)	https://it.wikipedia.org/wiki/Ingy_Mubiayi
Innocenzo Leontini	maschio	60	Point(14.906944444 36.785277777)	https://it.wikipedia.org/wiki/Innocenzo_Leontini
Ippazio Stefano	maschio	74	Point(18.166666666 40.016666666)	https://it.wikipedia.org/wiki/Ippazio_Stefano
Ippolita Avalli	femmina	70	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Ippolita_Avalli
Ira von Fürstenberg	femmina	79	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Ira_von_F%C3%BCrstenberg
Irene Aderenti	femmina	64	Point(8.54 47.378611111)	https://it.wikipedia.org/wiki/Irene_Aderenti
Irene Cao	femmina	40	Point(12.6563 45.9626)	https://it.wikipedia.org/wiki/Irene_Cao
Irene Casagrande	femmina	23	Point(12.3 45.983333333)	https://it.wikipedia.org/wiki/Irene_Casagrande
Irene Cefaro	femmina	84	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Irene_Cefaro
Irene Di Valmo	femmina	52	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Irene_Di_Valmo
Irene Fargo	femmina	57	Point(9.883333333 45.6)	https://it.wikipedia.org/wiki/Irene_Fargo
Irene Ferri	femmina	47	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Irene_Ferri
Irene Galter	femmina	88	Point(11.163888888 46.668888888)	https://it.wikipedia.org/wiki/Irene_Galter
Irene Grandi	femmina	50	Point(11.254166666 43.771388888)	https://it.wikipedia.org/wiki/Irene_Grandi
Irene Grazioli	femmina	58	Point(11.342777777 44.493888888)	https://it.wikipedia.org/wiki/Irene_Grazioli
Irene Manzi	femmina	42	Point(13.453302777 43.30025)	https://it.wikipedia.org/wiki/Irene_Manzi
Irene Pivetti	femmina	56	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Irene_Pivetti
Irene Tinagli	femmina	45	Point(10.95 43.716666666)	https://it.wikipedia.org/wiki/Irene_Tinagli
Iris Peynado	femmina	61	Point(-69.893333333 18.476388888)	https://it.wikipedia.org/wiki/Iris_Peynado
Irma Capece Minutolo	femmina	84	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Irma_Capece_Minutolo
Irma Ciaramella	femmina	48	Point(14.366666666 41.183333333)	https://it.wikipedia.org/wiki/Irma_Ciaramella
Irma d'Alessandro	femmina	55	Point(16.866666666 41.125277777)	https://it.wikipedia.org/wiki/Irma_d%27Alessandro
Isa Barzizza	femmina	90	Point(7.786561111 43.821413888)	https://it.wikipedia.org/wiki/Isa_Barzizza
Isa Bellini	femmina	97	Point(10.791111111 45.156388888)	https://it.wikipedia.org/wiki/Isa_Bellini
Isa Danieli	femmina	82	Point(14.25 40.833333333)	https://it.wikipedia.org/wiki/Isa_Danieli
Isa Ferraguti	femmina	77	Point(10.8777 44.78237)	https://it.wikipedia.org/wiki/Isa_Ferraguti
Isa Gallinelli	femmina	62	Point(15.8 40.633333333)	https://it.wikipedia.org/wiki/Isa_Gallinelli
Isaac George	maschio	62	Point(3.4 6.45)	https://it.wikipedia.org/wiki/Isaac_George
Isabel Russinova	femmina	61	Point(23.32415 42.69751)	https://it.wikipedia.org/wiki/Isabel_Russinova
Isabel Russinova	femmina	61	Point(23.333333333 42.7)	https://it.wikipedia.org/wiki/Isabel_Russinova
Isabella	femmina	80	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Isabella_(cantante)
Isabella Adinolfi	femmina	41	Point(14.633333333 40.75)	https://it.wikipedia.org/wiki/Isabella_Adinolfi
Isabella Bertolini	femmina	56	Point(10.92572 44.64582)	https://it.wikipedia.org/wiki/Isabella_Bertolini
Isabella Bossi Fedrigotti	femmina	71	Point(11.034166666 45.883333333)	https://it.wikipedia.org/wiki/Isabella_Bossi_Fedrigotti
Isabella Camera d'Afflitto	femmina	71	Point(14.602777777 40.633333333)	https://it.wikipedia.org/wiki/Isabella_Camera_d%27Afflitto
Isabella Cecchi	femmina	47	Point(10.316666666 43.55)	https://it.wikipedia.org/wiki/Isabella_Cecchi
Isabella De Bernardi	femmina	56	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isabella_De_Bernardi
Isabella De Monte	femmina	48	Point(13.233333333 46.066666666)	https://it.wikipedia.org/wiki/Isabella_De_Monte
Isabella Ferrari	femmina	55	Point(9.633333333 44.866666666)	https://it.wikipedia.org/wiki/Isabella_Ferrari
Isabella Orsini	femmina	45	Point(12.38878 43.1122)	https://it.wikipedia.org/wiki/Isabella_Orsini
Isabella Orsini	femmina	45	Point(12.3888 43.1121)	https://it.wikipedia.org/wiki/Isabella_Orsini
Isabella Pasanisi	femmina	64	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isabella_Pasanisi
Isabella Ragonese	femmina	38	Point(13.361262 38.115658)	https://it.wikipedia.org/wiki/Isabella_Ragonese
Isabella Rauti	femmina	57	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isabella_Rauti
Isabella Rocchietta	femmina	41	Point(9.190336 45.464161)	https://it.wikipedia.org/wiki/Isabella_Rocchietta
Isabella Rossellini	femmina	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isabella_Rossellini
Isabella Santacroce	femmina	49	Point(12.65 44.0)	https://it.wikipedia.org/wiki/Isabella_Santacroce
Isabella Savona	femmina	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isabella_Savona
Isabella Vincentini	femmina	65	Point(12.856702 42.40443)	https://it.wikipedia.org/wiki/Isabella_Vincentini
Isabelle Adriani	femmina	47	Point(12.3366222 43.3056365)	https://it.wikipedia.org/wiki/Isabelle_Adriani
Isaia Sales	maschio	69	Point(15.56666667 40.08333333)	https://it.wikipedia.org/wiki/Isaia_Sales
Isidoro Gottardo	maschio	65	Point(12.50274 45.95412)	https://it.wikipedia.org/wiki/Isidoro_Gottardo
Isotta Ingrid Rossellini	femmina	67	Point(12.482777777 41.893055555)	https://it.wikipedia.org/wiki/Isotta_Ingrid_Rossellini
